SPSAO PAULO                     010220211002500100
SPSAO PAULO                     010120211500301000
SPSAO PAULO                     030520210905001253
SPSAO PAULO                     251220200000100015
SPSAO PAULO                     141120201233301256
SPSAO PAULO                     040120215123420152
SPSAO PAULO                     240220210052500130
SPSAO PAULO                     240320210122200188
SPSAO PAULO                     020720201456801777
SPSAO PAULO                     150920200452106327
SPSAO PAULO                     250120210865200412
SPSAO PAULO                     010420211111101111
SPSAO PAULO                     010520212222200222
SPSAO PAULO                     010120203333300333
SPSAO PAULO                     170120214444400444
SPSAO PAULO                     200220215555500555
SPSAO PAULO                     111020206666600666
SPSAO PAULO                     081120207777700777
SPSAO PAULO                     120820208888800888
SPSAO PAULO                     030620209999900999
SPSAO PAULO                     300520200236506549
SPCAMPINAS                      010120211222202366
SPCAMPINAS                      020220210236603550
SPCAMPINAS                      030320211052601485
SPCAMPINAS                      040420210856301785
SPCAMPINAS                      050520210785600196
RJRIO DE JANEIRO                050520200885600296
RJRIO DE JANEIRO                060620200666600186
RJRIO DE JANEIRO                070720201238600236
RJRIO DE JANEIRO                080820200785600662
RJRIO DE JANEIRO                090920200085609856
RJRIO DE JANEIRO                101020200888800999
RJRIO DE JANEIRO                111120200962000123
RJRIO DE JANEIRO                121220207852000665
RJRIO DE JANEIRO                260320205552300784
